,No,원래이름,상품명,최종상품명,수량
1471,227,양파,양파,양파,1.0
1472,252,양파,양파,양파,1.0
1473,263,양파,양파,양파,1.0
1474,269,양파,양파,양파,1.0
1475,276,양파,양파,양파,1.0
1476,343,양파,양파,양파,1.0
1477,379,양파,양파,양파,1.0
1478,380,양파,양파,양파,1.0
1479,380,청정원카레여왕마늘양파,양파,양파,1.0
1480,381,양파,양파,양파,1.0
1481,384,청정원카레여왕마늘양파,양파,양파,1.0
1482,384,양파,양파,양파,1.0
1483,388,양파,양파,양파,1.0
1484,389,청정원카레여왕마늘양파,양파,양파,1.0
1485,447,양파,양파,양파,1.0
1486,452,오양파티맛살,양파,양파,1.0
1487,476,양파,양파,양파,1.0
1488,483,양파,양파,양파,1.0
1489,500,양파,양파,양파,1.0
1490,579,양파,양파,양파,1.0
1491,596,양파,양파,양파,1.0
1492,601,양파,양파,양파,1.0
1493,606,양파,양파,양파,1.0
1494,642,양파,양파,양파,1.0
1495,657,깐양파,양파,양파,1.0
1496,659,양파,양파,양파,1.0
1497,671,깐양파,양파,양파,1.0
1498,684,양파,양파,양파,1.0
1499,687,양파,양파,양파,1.0
1500,720,오양파티맛살,양파,양파,1.0
1501,730,양파,양파,양파,1.0
1502,737,양파,양파,양파,1.0
1503,770,오양파티맛살,양파,양파,1.0
1504,856,양파,양파,양파,2.0
1505,860,양파,양파,양파,1.0
1506,882,양파,양파,양파,1.0
1507,903,양파,양파,양파,1.0
1508,16,엘지바이오리치오일세럼,엘지바이오리치오일세럼,오일세럼,1.0
1509,17,오뚜기하프마요네즈,오뚜기하프마요네즈,마요네즈,1.0
1510,603,오뚜기하프마요네즈,오뚜기하프마요네즈,마요네즈,1.0
1511,18,국내산깻잎,국내산깻잎,깻잎,1.0
1512,21,국내산깻잎,국내산깻잎,깻잎,1.0
1513,61,국내산깻잎,국내산깻잎,깻잎,1.0
1514,186,국내산깻잎,국내산깻잎,깻잎,1.0
1515,190,국내산깻잎,국내산깻잎,깻잎,1.0
1516,377,국내산깻잎,국내산깻잎,깻잎,1.0
1517,444,국내산깻잎,국내산깻잎,깻잎,2.0
1518,450,국내산깻잎,국내산깻잎,깻잎,1.0
1519,805,국내산깻잎,국내산깻잎,깻잎,1.0
1520,887,국내산깻잎,국내산깻잎,깻잎,1.0
1521,909,국내산깻잎,국내산깻잎,깻잎,1.0
1522,18,양배추,배추,배추,1.0
1523,135,양배추,배추,배추,1.0
1524,137,양배추,배추,배추,1.0
1525,154,양배추,배추,배추,1.0
1526,155,양배추,배추,배추,1.0
1527,162,알배기배추,배추,배추,1.0
1528,206,비비고썰은배추김치,배추,배추,1.0
1529,217,배추,배추,배추,1.0
1530,218,양배추,배추,배추,1.0
1531,240,양배추,배추,배추,1.0
1532,267,알배기배추,배추,배추,1.0
1533,268,양배추,배추,배추,1.0
1534,272,양배추,배추,배추,1.0
1535,305,비비고썰은배추김치,배추,배추,1.0
1536,317,배추,배추,배추,1.0
1537,392,알배기배추,배추,배추,1.0
1538,417,양배추,배추,배추,1.0
1539,428,양배추,배추,배추,1.0
1540,471,양배추,배추,배추,1.0
1541,498,양배추,배추,배추,1.0
1542,506,양배추,배추,배추,1.0
1543,554,양배추,배추,배추,1.0
1544,567,배추,배추,배추,1.0
1545,594,비비고썰은배추김치,배추,배추,1.0
1546,660,양배추,배추,배추,1.0
1547,669,알배기배추,배추,배추,1.0
1548,674,양배추,배추,배추,1.0
1549,683,알배기배추,배추,배추,1.0
1550,737,양배추,배추,배추,1.0
1551,760,배추,배추,배추,1.0
1552,777,양배추,배추,배추,1.0
1553,789,양배추,배추,배추,1.0
1554,834,알배기배추,배추,배추,1.0
1555,836,배추,배추,배추,1.0
1556,850,해오름절임배추,배추,배추,2.0
1557,869,알배기배추,배추,배추,1.0
1558,901,알배기배추,배추,배추,1.0
1559,934,배추,배추,배추,1.0
1560,940,알배기배추,배추,배추,1.0
1561,951,알배기배추,배추,배추,1.0
1562,964,알배기배추,배추,배추,1.0
1563,18,팔도육개장,육개장,라면,1.0
1564,139,육개장사발면,육개장,라면,1.0
1565,348,육개장사발면,육개장,라면,1.0
1566,358,육개장사발면,육개장,라면,1.0
1567,414,육개장사발면,육개장,라면,1.0
1568,415,육개장사발면,육개장,라면,1.0
1569,431,육개장사발면,육개장,라면,1.0
1570,440,오뚜기옛날육개장,육개장,라면,1.0
1571,783,육개장사발면,육개장,라면,1.0
1572,19,바나나,바나나,바나나,1.0
1573,263,바나나,바나나,바나나,1.0
1574,297,바나나,바나나,바나나,1.0
1575,299,바나나,바나나,바나나,1.0
1576,307,바나나,바나나,바나나,1.0
1577,507,바나나,바나나,바나나,1.0
1578,710,바나나,바나나,바나나,1.0
1579,729,바나나,바나나,바나나,1.0
1580,730,바나나,바나나,바나나,1.0
1581,731,바나나,바나나,바나나,1.0
1582,744,바나나,바나나,바나나,1.0
1583,749,바나나,바나나,바나나,1.0
1584,755,바나나,바나나,바나나,1.0
1585,758,바나나,바나나,바나나,1.0
1586,818,바나나,바나나,바나나,2.0
1587,21,아이러브토스토,아이러브토스토,토스트,1.0
1588,323,아이러브토스토,아이러브토스토,토스트,1.0
1589,22,대파,대파,대파,1.0
1590,26,깐대파,대파,대파,1.0
1591,32,대파,대파,대파,1.0
1592,49,대파,대파,대파,1.0
1593,91,깐대파,대파,대파,1.0
1594,101,대파,대파,대파,1.0
1595,104,대파,대파,대파,1.0
1596,163,대파,대파,대파,1.0
1597,217,대파,대파,대파,1.0
1598,268,대파,대파,대파,1.0
1599,293,깐대파,대파,대파,1.0
1600,314,깐대파,대파,대파,1.0
1601,354,깐대파,대파,대파,1.0
1602,358,깐대파,대파,대파,1.0
1603,362,대파,대파,대파,1.0
1604,368,대파,대파,대파,1.0
1605,376,대파,대파,대파,1.0
1606,377,대파,대파,대파,1.0
1607,379,대파,대파,대파,1.0
1608,386,대파,대파,대파,1.0
1609,453,대파,대파,대파,1.0
1610,471,깐대파,대파,대파,1.0
1611,495,대파,대파,대파,1.0
1612,508,대파,대파,대파,1.0
1613,567,대파,대파,대파,1.0
1614,584,깐대파,대파,대파,1.0
1615,596,깐대파,대파,대파,1.0
1616,634,깐대파,대파,대파,1.0
1617,638,깐대파,대파,대파,1.0
1618,642,깐대파,대파,대파,1.0
1619,651,깐대파,대파,대파,1.0
1620,654,깐대파,대파,대파,1.0
1621,657,깐대파,대파,대파,1.0
1622,659,깐대파,대파,대파,1.0
1623,663,깐대파,대파,대파,1.0
1624,671,깐대파,대파,대파,1.0
1625,707,깐대파,대파,대파,1.0
1626,720,대파,대파,대파,1.0
1627,735,깐대파,대파,대파,1.0
1628,763,대파,대파,대파,1.0
1629,816,대파,대파,대파,1.0
1630,819,대파,대파,대파,1.0
1631,820,대파,대파,대파,1.0
1632,832,대파,대파,대파,1.0
1633,834,대파,대파,대파,1.0
1634,859,대파,대파,대파,1.0
1635,863,깐대파,대파,대파,1.0
1636,864,깐대파,대파,대파,1.0
1637,866,대파,대파,대파,1.0
1638,869,대파,대파,대파,1.0
1639,872,대파,대파,대파,1.0
1640,875,깐대파,대파,대파,1.0
1641,877,대파,대파,대파,1.0
1642,880,대파,대파,대파,1.0
1643,947,대파,대파,대파,1.0
1644,23,하선정맛김치,김치,김치,1.0
1645,152,종가집맛김치,김치,김치,1.0
1646,250,종가집포기김치,김치,김치,1.0
1647,252,종가집포기김치,김치,김치,1.0
1648,358,김치사발면,김치,김치,1.0
1649,412,종가집볶음김치,김치,김치,1.0
1650,439,김치사발면,김치,김치,1.0
1651,23,백설숯불갈비후랑크,백설숯불갈비후랑크,소시지,4.0
1652,33,백설숯불갈비후랑크,백설숯불갈비후랑크,소시지,1.0
1653,48,백설숯불갈비후랑크,백설숯불갈비후랑크,소시지,1.0
1654,51,백설숯불갈비후랑크,백설숯불갈비후랑크,소시지,1.0
1655,418,백설숯불갈비후랑크,백설숯불갈비후랑크,소시지,1.0
1656,624,백설숯불갈비후랑크,백설숯불갈비후랑크,소시지,1.0
1657,625,백설숯불갈비후랑크,백설숯불갈비후랑크,소시지,2.0
1658,24,참이슬후레쉬입,소주,소주,1.0
1659,29,참이슬후레쉬입,소주,소주,1.0
1660,30,처음처럼입,소주,소주,1.0
1661,32,참이슬후레쉬,소주,소주,1.0
1662,32,참이슬후레쉬입,소주,소주,1.0
1663,64,처음처럼,소주,소주,4.0
1664,139,참이슬후레쉬,소주,소주,4.0
1665,148,처음처럼,소주,소주,3.0
1666,170,참이슬후레쉬,소주,소주,2.0
1667,177,참이슬후레쉬,소주,소주,1.0
1668,179,참이슬후레쉬,소주,소주,2.0
1669,182,참이슬후레쉬,소주,소주,2.0
1670,183,참이슬후레쉬포켓,소주,소주,1.0
1671,201,참이슬후레쉬,소주,소주,1.0
1672,211,참이슬후레쉬,소주,소주,5.0
1673,212,참이슬후레쉬,소주,소주,4.0
1674,213,참이슬후레쉬,소주,소주,2.0
1675,214,참이슬후레쉬,소주,소주,4.0
1676,238,참이슬후레쉬,소주,소주,4.0
1677,241,처음처럼,소주,소주,1.0
1678,249,처음처럼,소주,소주,2.0
1679,269,처음처럼,소주,소주,1.0
1680,269,처음처럼,소주,소주,1.0
1681,279,참이슬후레쉬,소주,소주,2.0
1682,281,참이슬후레쉬,소주,소주,3.0
1683,310,참이슬후레쉬,소주,소주,5.0
1684,329,참이슬담금주,소주,소주,1.0
1685,335,참이슬담금주,소주,소주,1.0
1686,342,참이슬후레쉬,소주,소주,2.0
1687,342,참이슬클래식,소주,소주,1.0
1688,344,참이슬후레쉬,소주,소주,2.0
1689,346,참이슬후레쉬,소주,소주,2.0
1690,347,참이슬후레쉬,소주,소주,2.0
1691,354,참이슬후레쉬,소주,소주,1.0
1692,395,참이슬후레쉬,소주,소주,1.0
1693,411,참이슬후레쉬,소주,소주,1.0
1694,416,참이슬후레쉬,소주,소주,1.0
1695,418,참이슬후레쉬포켓,소주,소주,1.0
1696,428,참이슬클래식,소주,소주,1.0
1697,431,참이슬클래식,소주,소주,1.0
1698,435,참이슬클래식,소주,소주,1.0
1699,437,참이슬클래식,소주,소주,1.0
1700,449,참이슬후레쉬,소주,소주,3.0
1701,460,참이슬후레쉬,소주,소주,2.0
1702,467,참이슬후레쉬,소주,소주,2.0
1703,468,참이슬후레쉬,소주,소주,2.0
1704,473,처음처럼,소주,소주,1.0
1705,479,참이슬담금주,소주,소주,1.0
1706,514,참이슬후레쉬,소주,소주,2.0
1707,563,참이슬후레쉬,소주,소주,2.0
1708,636,참이슬후레쉬입,소주,소주,1.0
1709,639,참이슬후레쉬입,소주,소주,1.0
1710,648,참이슬후레쉬입,소주,소주,1.0
1711,649,참이슬후레쉬입,소주,소주,1.0
1712,658,참이슬후레쉬입,소주,소주,1.0
1713,662,참이슬후레쉬입,소주,소주,1.0
1714,667,참이슬후레쉬입,소주,소주,1.0
1715,668,참이슬후레쉬입,소주,소주,1.0
1716,689,처음처럼,소주,소주,1.0
1717,750,참이슬후레쉬,소주,소주,1.0
1718,751,참이슬후레쉬입,소주,소주,1.0
1719,754,참이슬후레쉬,소주,소주,1.0
1720,757,참이슬후레쉬,소주,소주,1.0
1721,772,참이슬후레쉬,소주,소주,1.0
1722,790,참이슬클래식입,소주,소주,1.0
1723,791,참이슬클래식입,소주,소주,1.0
1724,806,참이슬클래식입,소주,소주,1.0
1725,849,참이슬후레쉬,소주,소주,1.0
1726,854,참이슬후레쉬,소주,소주,1.0
1727,875,참이슬후레쉬,소주,소주,2.0
1728,875,참이슬클래식,소주,소주,1.0
1729,876,참이슬후레쉬,소주,소주,1.0
1730,924,참이슬후레쉬,소주,소주,1.0
1731,24,마시마로은나노칫솔,마시마로은나노칫솔,칫솔,2.0
1732,25,진미채,진미채,진미채,1.0
1733,579,진미채,진미채,진미채,1.0
1734,25,백오이,오이,오이,1.0
1735,61,백오이,오이,오이,1.0
1736,62,백오이,오이,오이,1.0
1737,70,백오이,오이,오이,1.0
1738,140,백오이,오이,오이,1.0
1739,146,백오이,오이,오이,1.0
1740,170,백오이,오이,오이,1.0
1741,250,백오이,오이,오이,2.0
1742,257,백오이,오이,오이,1.0
1743,258,백오이,오이,오이,1.0
1744,268,백오이,오이,오이,1.0
1745,280,백오이,오이,오이,1.0
1746,586,백오이,오이,오이,1.0
1747,634,백오이,오이,오이,1.0
1748,640,하선정썰은오이지,오이,오이,1.0
1749,686,백오이,오이,오이,1.0
1750,722,백오이,오이,오이,1.0
1751,723,백오이,오이,오이,1.0
1752,789,백오이,오이,오이,1.0
1753,791,백오이,오이,오이,2.0
1754,798,백오이,오이,오이,1.0
1755,871,페리오이지클리닉초극세모,오이,오이,1.0
1756,929,백오이,오이,오이,1.0
1757,951,백오이,오이,오이,1.0
1758,25,테라피쳐,맥주,맥주,1.0
1759,47,테라캔맥주,맥주,맥주,1.0
1760,66,카스후레쉬큐팩,맥주,맥주,1.0
1761,151,테라피쳐,맥주,맥주,1.0
1762,152,카스후레쉬캔,맥주,맥주,1.0
1763,155,카스후레쉬캔,맥주,맥주,1.0
1764,159,호가든캔맥주입,맥주,맥주,1.0
1765,163,하이네캔캔맥주,맥주,맥주,1.0
1766,168,필라이트후레쉬캔,맥주,맥주,2.0
1767,179,필라이트캔입,맥주,맥주,1.0
1768,199,카스후레쉬캔,맥주,맥주,1.0
1769,214,테라피쳐,맥주,맥주,4.0
1770,229,테라캔맥주,맥주,맥주,1.0
1771,240,하이트맥주캔,맥주,맥주,1.0
1772,241,하이트맥주캔,맥주,맥주,1.0
1773,242,하이트맥주캔,맥주,맥주,1.0
1774,243,하이트맥주캔,맥주,맥주,1.0
1775,244,하이트맥주캔,맥주,맥주,1.0
1776,245,하이트맥주캔,맥주,맥주,2.0
1777,246,하이트맥주캔,맥주,맥주,1.0
1778,247,하이트맥주캔,맥주,맥주,1.0
1779,248,하이트맥주캔,맥주,맥주,1.0
1780,249,하이트맥주캔,맥주,맥주,1.0
1781,267,하이트제로,맥주,맥주,2.0
1782,273,필라이트후레쉬,맥주,맥주,1.0
1783,289,카스타드오리지널,맥주,맥주,1.0
1784,310,테라피쳐,맥주,맥주,2.0
1785,330,테라캔,맥주,맥주,1.0
1786,342,테라캔입,맥주,맥주,1.0
1787,346,하이트캔입,맥주,맥주,1.0
1788,349,월터스바이젠캔맥주,맥주,맥주,1.0
1789,352,테라캔,맥주,맥주,1.0
1790,353,테라캔입,맥주,맥주,1.0
1791,354,하이트망고링고캔,맥주,맥주,1.0
1792,356,하이트망고링고캔,맥주,맥주,1.0
1793,357,테라캔,맥주,맥주,2.0
1794,360,테라캔입,맥주,맥주,1.0
1795,362,테라캔,맥주,맥주,1.0
1796,362,카스후레쉬캔,맥주,맥주,1.0
1797,363,카스후레쉬캔,맥주,맥주,1.0
1798,363,카스후레쉬,맥주,맥주,1.0
1799,364,카스후레쉬캔,맥주,맥주,1.0
1800,367,카스후레쉬캔,맥주,맥주,1.0
1801,369,카스후레쉬캔,맥주,맥주,1.0
1802,397,테라피쳐,맥주,맥주,1.0
1803,401,테라피쳐,맥주,맥주,1.0
1804,405,테라피쳐,맥주,맥주,1.0
1805,410,테라피쳐,맥주,맥주,1.0
1806,414,테라병맥주,맥주,맥주,1.0
1807,428,테라병맥주,맥주,맥주,1.0
1808,434,필라이트후레쉬캔,맥주,맥주,1.0
1809,435,테라피쳐,맥주,맥주,1.0
1810,460,카스후레쉬병,맥주,맥주,2.0
1811,501,테라캔맥주,맥주,맥주,1.0
1812,591,박카스,맥주,맥주,5.0
1813,608,월터스캔맥주입,맥주,맥주,1.0
1814,610,테라캔맥주,맥주,맥주,1.0
1815,675,필라이트후레쉬,맥주,맥주,1.0
1816,677,필라이트후레쉬,맥주,맥주,1.0
1817,678,필라이트후레쉬,맥주,맥주,1.0
1818,679,필라이트후레쉬,맥주,맥주,1.0
1819,682,필라이트후레쉬,맥주,맥주,1.0
1820,685,필라이트후레쉬,맥주,맥주,1.0
1821,687,필라이트후레쉬,맥주,맥주,1.0
1822,743,카스뉴라이트큐팩,맥주,맥주,1.0
1823,750,월터스캔맥주입,맥주,맥주,1.0
1824,751,월터스캔맥주입,맥주,맥주,1.0
1825,786,테라캔,맥주,맥주,1.0
1826,792,테라캔맥주,맥주,맥주,1.0
1827,883,테라병맥주,맥주,맥주,5.0
1828,886,테라병맥주,맥주,맥주,2.0
1829,887,테라병맥주,맥주,맥주,3.0
1830,889,테라병맥주,맥주,맥주,1.0
1831,892,테라병맥주,맥주,맥주,2.0
1832,893,테라병맥주,맥주,맥주,1.0
1833,895,테라병맥주,맥주,맥주,1.0
1834,896,테라피쳐,맥주,맥주,1.0
1835,897,테라병맥주,맥주,맥주,1.0
1836,902,하이트피쳐,맥주,맥주,1.0
1837,903,테라병맥주,맥주,맥주,2.0
1838,909,테라병맥주,맥주,맥주,2.0
1839,910,테라병맥주,맥주,맥주,3.0
1840,26,다담청국장찌개전용,다담청국장찌개전용,탕,1.0
1841,26,말로보화이트보루,말로보화이트보루,담배,1.0
1842,27,다시멸치,다시멸치,멸치,1.0
1843,54,다시멸치,다시멸치,멸치,1.0
1844,574,다시멸치,다시멸치,멸치,1.0
1845,28,백광트래펑,백광트래펑,조명,1.0
1846,30,고당도오렌지,고당도오렌지,오렌지,1.0
1847,368,고당도오렌지,고당도오렌지,오렌지,1.0
1848,30,가락엿,가락엿,엿,2.0
1849,30,곶감,곶감,곶감,2.0
1850,58,곶감,곶감,곶감,1.0
1851,542,곶감,곶감,곶감,1.0
1852,30,해맑음쌀산자,해맑음쌀산자,쌀,1.0
1853,30,가야천년수입,가야천년수입,물티슈,1.0
1854,745,가야천년수입,가야천년수입,물티슈,4.0
1855,31,오향낙지전골,오향낙지전골,탕,1.0
1856,33,청상추,상추,상추,1.0
1857,48,청상추,상추,상추,1.0
1858,61,청상추,상추,상추,1.0
1859,135,꽃상추,상추,상추,1.0
1860,135,청상추,상추,상추,1.0
1861,186,청상추,상추,상추,1.0
1862,187,양상추,상추,상추,1.0
1863,250,꽃상추,상추,상추,1.0
1864,258,청상추,상추,상추,1.0
1865,259,청상추,상추,상추,1.0
1866,260,청상추,상추,상추,1.0
1867,260,꽃상추,상추,상추,1.0
